genes
RP11-5P18.5
CLCNKA
HSPB7
CATG00000028461.1
CATG00000028577.1
CATG00000048693.1
ANO7P1
RP5-875O13.6
RP11-108M9.6
CATG00000031621.1
RP5-1182A14.5
MST1P2
CATG00000032763.1
FAM231C
CROCCP4
MST1L
RP11-108M9.4
RP11-108M9.5
CATG00000049010.1
RNU1-2
CATG00000098883.1
CATG00000098884.1
U1
MIR3675
AL021920.1
ESPNP
RP11-108M9.1
RP11-108M9.2
CROCCP2
EIF1AXP1
RNVU1-6
RP4-704D21.2
FAM231A
RNU1-3
NBPF10
RNU1-1
NBPF1
CATG00000049026.1
CROCC
RP4-798A10.7
RNU1-4
AL355149.1
RP1-202O8.2
FAM231B
CATG00000048953.1
CATG00000098900.1
CATG00000033137.1
RP1-37C10.3
CATG00000030568.1
PADI2
CATG00000033724.1
CATG00000033249.1
SDHB
CATG00000049147.1
PADI4
CATG00000049102.1
CATG00000033839.1
AC004824.2
RP1-20B21.4
AC004824.1
CATG00000035158.1
PAX7
RP13-279N23.2
TAS1R2
CATG00000038794.1
IFFO2
CATG00000049362.1
RP1-8B22.2
AL137127.1
CATG00000049436.1
UBR4
CATG00000049425.1
MIR4695
RN7SL85P
HTR6
AKR7A2
AKR7A3
CATG00000049662.1
NBL1
RP4-657E11.10
CATG00000049673.1
PQLC2
CAPZB
CATG00000040062.1
CATG00000049529.1
CATG00000049649.1
RPS14P3
PLA2G2C
RP3-340N1.2
CATG00000049852.1
PLA2G2F
CATG00000040884.1
OTUD3
PLA2G2E
MUL1
RP3-340N1.5
FAM43B
CATG00000049934.1
CATG00000049945.1
CDA
RP3-340N1.6
PINK1-AS
PINK1
CATG00000043245.1
RP5-930J4.5
CATG00000044596.1
RPS4XP4
AL031005.1
CATG00000045183.1
CATG00000049982.1
CATG00000046265.1
ECE1
CATG00000046664.1
CATG00000046973.1
RP5-930J4.2
RPS15AP6
CATG00000046826.1
RP3-329E20.2
CATG00000049954.1
RP5-1071N3.1
HSPE1P27
CATG00000049984.1
PPP1R11P1
ALPL
HS6ST1P1
NBPF2P
CROCCP5
CATG00000050093.1
CATG00000050150.1
RN7SL768P
RN7SL186P
RNU6-776P
CELA3A
CDC42-IT1
RP1-224A6.8
CELA3B
RN7SL421P
RN7SL386P
RNU6-1022P
RP1-224A6.3
ZBTB40
C1QC
C1QA
C1orf234
CATG00000054291.1
KDM1A
RP1-184J9.2
HTR1D
MIR3115
CATG00000054428.1
CATG00000054852.1
CATG00000050771.1
CATG00000055268.1
CATG00000050778.1
CATG00000055384.1
C1orf213
CATG00000055941.1
RP5-1057J7.1
HNRNPR
ID3
RP1-150O5.3
CATG00000057128.1
CATG00000057421.1
CATG00000057689.1
RP11-4M23.2
IL22RA1
RP11-10N16.2
CATG00000060557.1
GRHL3
CATG00000051326.1
CATG00000062929.1
CATG00000063365.1
RUNX3
RP11-84D1.2
CATG00000064178.1
RP3-465N24.6
RP3-465N24.5
RHD
SDHDP6
RNU6-1171P
SYF2
RP4-706G24.1
RP11-335G20.7
RP3-469D22.1
TMEM50A
TMEM57
AL020996.1
AUNIP
RP1-317E23.3
CATG00000051868.1
SEPN1
CATG00000066702.1
MAN1C1
MTFR1L
RP1-317E23.6
CATG00000051857.1
RP1-317E23.7
CATG00000051876.1
LDLRAP1
CATG00000051900.1
CATG00000051827.1
CATG00000066868.1
CATG00000069201.1
AL391650.1
PAFAH2
CEP85
RP3-476K8.4
ZNF683
RN7SL679P
DPPA2P2
RPS6KA1
CATG00000052248.1
PIGV
ARID1A
RP5-968P14.2
CATG00000052185.1
CATG00000074250.1
OSTCP2
RP11-344H11.5
CATG00000052292.1
SFN
GPN2
RP1-50O24.6
NUDC
RP11-4K3__A.3
FCN3
SLC9A1
SNRPEP7
RP11-40H20.4
CATG00000052643.1
RP4-752I6.1
CATG00000077713.1
FGR
RP11-288L9.4
CATG00000052649.1
CATG00000077372.1
MAP3K6
CD164L2
GPR3
RP11-288L9.1
THEMIS2
RP11-460I13.2
RP5-1092A3.5
CATG00000053075.1
SESN2
CATG00000053093.1
MED18
TAF12
SCARNA24
CATG00000083407.1
RP1-212P9.2
RP1-212P9.3
EPB41
AL645859.1
MECR
RP4-591L5.1
RP11-467D18.2
RP3-357I16.1
CATG00000087839.1
CATG00000088826.1
MIR4420
CATG00000088404.1
LAPTM5
CATG00000089041.1
CATG00000053516.1
CATG00000089204.1
CATG00000053517.1
CATG00000053518.1
CATG00000089571.1
PTPRU
CATG00000087966.1
MATN1
CATG00000090999.1
SNORD85
CATG00000090687.1
CATG00000090884.1
RNU6-40P
CATG00000053750.1
CATG00000096010.1
TINAGL1
RP11-84A19.2
RP11-277A4.4
PTP4A2
CATG00000054124.1
TXLNA
CATG00000054324.1
RP11-395N6.4
RN7SL122P
ZBTB8B
CATG00000054200.1
RP4-811H24.9
RBBP4
CATG00000099917.1
ZBTB8OS
CATG00000054544.1
TRIM62
AL513327.1
C1orf94
SNORD112
RP5-997D16.2
CATG00000108299.1
ZMYM6
ZMYM6NB
RN7SL136P
EFCAB14P1
ZMYM4-AS1
C1orf216
CATG00000109535.1
CLSPN
RP4-728D4.2
TFAP2E
CATG00000110005.1
AGO4
AGO1
TEKT2
ADPRHL2
COL8A2
TRAPPC3
CATG00000054939.1
CATG00000111005.1
MAP7D1
CATG00000054945.1
CATG00000054959.1
RP4-665N4.4
SH3D21
CATG00000112099.1
THRAP3
CATG00000055069.1
CATG00000112270.1
OSCP1
CATG00000055043.1
CATG00000112575.1
CATG00000112734.1
RNU4-27P
SNORA63
CATG00000112861.1
MRPS15
CATG00000113188.1
CSF3R
GRIK3
CATG00000113892.1
CATG00000055144.1
RNA5SP43
MIR4255
RNU6-636P
RP11-422J8.1
MEAF6
ZC3H12A
MIR5581
GNL2
AL929472.1
INPP5B
RP11-109P14.10
CATG00000115490.1
RP11-109P14.2
MANEAL
FHL3
RP5-884C9.3
RP5-864K19.4
CATG00000115724.1
RNU6-510P
CATG00000116020.1
RNU6-753P
GJA9
CATG00000116113.1
RHBDL2
RRAGC
CATG00000116213.1
CATG00000116214.1
RNU6-608P
CATG00000116216.1
CATG00000055528.1
NDUFS5
CATG00000055609.1
OXCT2
OXCT2P1
PPIEL
RP11-69E11.4
RP1-144F13.4
HEYL
CATG00000055740.1
CATG00000055761.1
RNU7-121P
CATG00000055862.1
CATG00000055817.1
SMAP2
CATG00000116540.1
RP1-228H13.1
RP1-228H13.2
CATG00000116498.1
CATG00000055869.1
RLF
COL9A2
CATG00000055928.1
CATG00000116576.1
CATG00000116591.1
MIR30C1
MIR30E
RP1-63P18.2
CATG00000116595.1
RIMS3
RN7SL326P
SCMH1
CATG00000056075.1
UBE2V1P8
CATG00000056151.1
CATG00000116828.1
HIVEP3
RNA5SP45
RP11-486B10.4
HNRNPFP1
FOXJ3
CATG00000056244.1
RP11-157D18.2
ZMYND12
GUCA2B
LEPRE1
CLDN19
CATG00000056513.1
ZNF691
ATP6V1E1P1
SLC2A1
CATG00000117297.1
CATG00000117311.1
EBNA1BP2
TMEM125
HYI-AS1
CATG00000056683.1
RP1-92O14.3
HYI
SZT2-AS1
KDM4A-AS1
RP11-7O11.3
ARTN
IPO13
CCDC24
SLC6A9
KLF17
RP11-570P14.1
DMAP1
ERI3
RP5-1198O20.5
KRT8P47
CATG00000057088.1
CATG00000057129.1
RNU5D-1
RP11-269F19.2
CATG00000117842.1
CATG00000057135.1
BTBD19
PLK3
CATG00000057141.1
CATG00000117871.1
BEST4
RPS15AP11
RPS8
SNORD38A
SNORD38B
SNORD46
SNORD55
OSTCP5
CATG00000117948.1
TESK2
TOE1
HECTD3
ZSWIM5
UROD
AL359473.1
RP11-291L19.1
AL592294.1
CATG00000117941.1
CCDC163P
MMACHC
MUTYH
CATG00000057476.1
GPBP1L1
RPS15AP10
TMEM69
RP4-533D7.3
RP11-322N21.2
TSPAN1
CATG00000118203.1
POMGNT1
LURAP1
PIK3R3
RP4-533D7.4
RAD54L
KNCN
CATG00000057730.1
RP5-1109J22.2
EFCAB14-AS1
MKNK1-AS1
CYP4B1
RP11-8J9.1
TEX38
RP11-184J23.2
CYP4Z1
CYP4A22
RP11-346M5.1
CATG00000000085.1
LINC00853
PDZK1IP1
STIL
CMPK1
RPL21P24
AL356458.1
CATG00000057951.1
CATG00000057917.1
RP11-511I2.2
FOXE3
FOXD2
RP11-543D5.1
CATG00000000254.1
RP11-543D5.2
CATG00000058074.1
RP4-683M8.2
RP11-193P11.3
RP5-1024N4.4
RP5-1024N4.2
RP11-329A14.1
AGBL4
AL645730.1
RP11-567C20.3
RP11-183G22.1
RP5-850O15.3
AL162430.2
MIR4421
CATG00000058318.1
RNF11
RP11-296A18.5
PHBP12
RNU6-877P
NRD1
CATG00000058436.1
CATG00000058438.1
TSEN15P2
KTI12
RP11-91A18.4
RP11-91A18.1
RN7SL290P
PDCL3P6
CATG00000058488.1
RP11-155O18.6
ZFYVE9
RN7SL788P
RN7SL62P
RNU2-30P
HIGD1AP11
SLC1A7
RP11-334A14.8
RP4-784A16.4
RP5-1024G6.7
RP4-784A16.2
RP4-784A16.1
CATG00000001361.1
RP11-117D22.1
NDC1
CATG00000058793.1
DMRTB1
RNU7-95P
DIO1
AL161915.1
CATG00000001614.1
AL353898.1
AL353898.2
CATG00000059124.1
CATG00000001469.1
RP4-705F19.1
MIR4781
CATG00000001586.1
DHCR24
PARS2
BSND
USP24
TMEM61
RP11-377K22.3
RP11-101C11.1
MIR4422
RP4-710M16.2
RP4-633H17.2
RP11-377K22.2
PRKAA2
RN7SKP291
HNRNPA1P6
CATG00000002291.1
CATG00000059656.1
CATG00000059655.1
CATG00000002243.1
MYSM1
CATG00000059799.1
CATG00000059822.1
RP4-782L23.2
RP4-592A1.2
RP4-782L23.1
MIR4711
FGGY
CATG00000002453.1
CATG00000002476.1
RP11-145M4.1
RP11-145M4.3
RP4-794H19.4
CATG00000002496.1
RP11-467C18.1
RP4-794H19.2
RP11-63G10.3
AL136985.1
JUN
CATG00000059892.1
RP11-145M4.2
CYP2J2
HOOK1
CATG00000002524.1
PGBD4P8
RN7SL475P
RP11-776H12.1
CATG00000060369.1
AC096534.1
CATG00000060191.1
CATG00000002663.1
CATG00000002664.1
RNU6-1177P
CATG00000060184.1
CATG00000060177.1
RP11-430G17.1
INADL
RP11-430G17.3
RN7SL180P
RP5-1155K23.4
L1TD1
PIGPP2
MIR3116-2
DOCK7
ATG4C
RP11-293K19.1
CATG00000060738.1
CATG00000003023.1
RNU7-123P
CATG00000060770.1
CATG00000060947.1
PGM1
EFCAB7
RN7SL488P
CATG00000061002.1
ROR1
RP4-597J3.1
CACHD1
RAVER2
CATG00000003113.1
CATG00000003114.1
CATG00000061114.1
RP11-182I10.1
CATG00000003118.1
RNU6-1176P
MIR101-1
RP4-535B20.1
CATG00000003133.1
CATG00000003131.1
CATG00000061448.1
CATG00000003459.1
CATG00000003325.1
CATG00000003328.1
CATG00000003329.1
CATG00000003331.1
CATG00000003263.1
CATG00000061447.1
CATG00000003441.1
CATG00000003315.1
CATG00000061389.1
CATG00000003318.1
CATG00000003317.1
CATG00000003289.1
CATG00000003487.1
AL139147.1
IL23R
SLC35D1
SNORA31
CATG00000003813.1
RP11-393N21.1
AL109843.1
RNU7-80P
RP4-763G1.2
RNU6-1031P
CATG00000061804.1
CATG00000003906.1
ARL5AP3
TCEB1P18
CATG00000061768.1
LRRC40
RP4-677H15.4
CATG00000061961.1
CATG00000062218.1
ZRANB2
ZRANB2-AS2
CATG00000004382.1
GDI2P2
CATG00000062806.1
RP4-788P17.1
RP11-17E13.2
CATG00000004847.1
SLC44A5
TYW3
RP11-510C10.3
RP4-595K12.2
RNU6-622P
CATG00000063167.1
CATG00000063171.1
AL445464.1
RP4-682C21.2
ASB17
RABGGTB
SNORD45A
SNORD45B
SNORD45C
RP11-550H2.2
RNU6-161P
RP4-564M11.2
AK5
CATG00000063465.1
RP11-375A5.1
RNA5SP20
ZZZ3
NEXN
FUBP1
DNAJB4
GIPC2
RP11-183M13.1
RNA5SP22
CATG00000063652.1
IFI44L
IFI44
CATG00000005016.1
ELTD1
CATG00000005258.1
RP11-339A11.2
RP3-445O10.1
MTND2P30
RP5-837I24.6
RP5-837I24.1
ST13P20
CATG00000064180.1
CATG00000005770.1
RP11-413G15.1
RP11-475O6.1
CATG00000005894.1
TTLL7-IT1
CATG00000064388.1
CATG00000064425.1
TTLL7
CATG00000005899.1
RP4-552O12.1
PRKACB
RP11-486G15.2
CATG00000005909.1
CATG00000064507.1
BCL10
CATG00000006142.1
CYR61
RP11-290M5.4
CATG00000006081.1
AL590113.1
CATG00000006141.1
DDAH1
WI2-925H4.1
CATG00000064678.1
CATG00000006240.1
RP4-682E18.1
SH3GLB1
CATG00000006642.1
CATG00000006667.1
CATG00000064889.1
CATG00000006737.1
CATG00000006736.1
CATG00000006934.1
CATG00000065077.1
CATG00000065093.1
LMO4
AL139139.1
RP5-1027O11.1
RP5-1052I5.1
PKN2
CATG00000007167.1
GBP3
GBP1
CAPNS1P1
GBP6
CATG00000007341.1
CATG00000007179.1
CATG00000007183.1
RBMXL1
CATG00000065920.1
GBP2
RP11-413E1.2
GEMIN8P4
ZNF326
RN7SKP272
RP11-302M6.5
RP5-943J3.2
RP5-943J3.1
PHKA1P1
CATG00000007843.1
RP11-47K11.2
RN7SL235P
BRDT
CATG00000008024.1
CATG00000066407.1
CATG00000066419.1
CDC7
CATG00000066422.1
CATG00000066476.1
SETP18
ACTBP12
AL451010.1
CATG00000008131.1
GAPDHP46
RN7SL824P
GLMN
CATG00000008194.1
SNORA51
CATG00000008353.1
CATG00000066639.1
RNU6-970P
RN7SL692P
FAM69A
RP4-612C19.2
DNTTIP2
MIR760
RP4-561L24.3
CATG00000066767.1
FNBP1L
GCLM
MTND4P11
RP5-837O21.1
RP5-837O21.3
RP5-837O21.4
RP5-837O21.5
RP5-837O21.6
RP5-837O21.8
CATG00000008499.1
CATG00000066936.1
RP11-148B18.3
GAPDHP29
ABCA4
CATG00000008686.1
CATG00000008640.1
CATG00000008592.1
CATG00000067083.1
CATG00000008832.1
CATG00000008881.1
CATG00000008892.1
MIR378G
RP11-57H12.6
RWDD3
AL356479.1
RP11-286B14.1
RNU1-130P
CATG00000067515.1
PTBP2
CATG00000009349.1
CATG00000009350.1
RP5-1070A16.1
AL592205.1
CATG00000009516.1
DPYD
HMGB3P10
FRRS1
RP4-735N21.1
RNU4-75P
AL451051.1
LRRC39
RP5-884G6.2
RNU6-750P
RP11-305E17.6
EXTL2
CATG00000010308.1
HNRNPA1P68
S1PR1
CATG00000068537.1
RP4-549L20.3
CATG00000068528.1
CATG00000068765.1
RP11-202K23.1
CATG00000010871.1
CATG00000010836.1
CATG00000010875.1
AMY2B
CATG00000010877.1
ACTG1P4
AMY1A
RP5-1108M17.5
AMY2A
AMYP1
AMY1C
RP11-97C18.1
CATG00000011086.1
RP11-364B6.1
RP11-364B6.2
CATG00000068985.1
SEPT2P1
CATG00000069315.1
RP5-947P14.2
CATG00000011316.1
NTNG1
CATG00000011754.1
SLC25A24
AL591042.1
RP11-483I13.2
NBPF4
SLC25A24P1
RP11-483I13.5
RP11-131J3.1
SLC25A24P2
NBPF6
ST13P21
CATG00000070149.1
PRPF38B
RP11-475E11.2
CATG00000070161.1
CATG00000070237.1
RP5-1065J22.2
RP11-20O24.4
CATG00000012173.1
PSMA5
SORT1
PSRC1
CATG00000070588.1
GNAI3
RP5-1160K1.8
CATG00000012312.1
CATG00000071068.1
GSTM1
AHCYL1
GSTM4
CATG00000070849.1
CATG00000070855.1
RP5-1028L10.1
CATG00000071344.1
RP11-470L19.5
CATG00000012701.1
CATG00000071353.1
SLC6A17
SLC16A4
KCNC4-AS1
KCNC4
SNORA25
CYMP
KCNA2
OR11I1P
CATG00000012765.1
CATG00000071447.1
NRBF2P3
RP5-1180E21.4
ATP5F1
C1orf162
ADORA3
PIFO
RP5-1125M8.3
HIGD1AP12
PGCP1
CHIAP3
RAP1A
OVGP1
KRT18P57
RNU6-151P
CATG00000071787.1
WNT2B
RP4-671G15.2
CTTNBP2NL
CAPZA1
ST7L
CATG00000013219.1
RP11-426L16.7
CATG00000071918.1
RHOC
RP11-426L16.10
RP11-426L16.3
FAM19A3
AKR7A2P1
RP11-389O22.1
RP11-31F15.1
CATG00000072197.1
RLIMP2
RP11-31F15.2
PHTF1
RP4-730K3.3
LRIG2
CATG00000072198.1
MTND5P20
AP4B1-AS1
BCL2L15
DCLRE1B
HIPK1
OLFML3
RP4-590F24.1
CATG00000013504.1
CATG00000013519.1
EIF2S2P5
CATG00000013845.1
CATG00000013835.1
NR1H5P
AMPD1
RN7SL432P
CATG00000013771.1
CSDE1
CATG00000013792.1
CATG00000013855.1
TSHB
CATG00000072539.1
AL512638.1
CATG00000072683.1
RP4-663N10.2
VANGL1
CATG00000072715.1
CATG00000014104.1
HNRNPA1P43
MAB21L3
SLC22A15
CATG00000014355.1
CATG00000014356.1
CD58
RP5-1086K13.1
AL136376.1
ATP1A1
CATG00000014291.1
NAP1L4P1
CATG00000014362.1
MIR548AC
RP5-1185H19.2
C1orf137
CATG00000072916.1
TRIM45
NEFHP1
CD101
RP11-27K13.3
CATG00000014787.1
GDAP2
RP5-834N19.1
RP4-712E4.1
RP4-712E4.2
WARS2
HSD3B1
ZNF697
CATG00000073556.1
PFN1P9
CATG00000016090.1
CATG00000016100.1
SEC22B
RP5-1042I8.7
CATG00000074064.1
CATG00000074171.1
RP11-458D21.6
RNU6-465P
CATG00000074077.1
CATG00000016043.1
NOTCH2NL
RP11-458D21.5
RN7SKP88
RNU6-1071P
NUDT4P1
RP4-725K1.1
CATG00000016218.1
CATG00000015370.1
RP11-439A17.7
FAM72B
RP11-439A17.5
HIST2H2BA
HIST2H3DP1
RP11-439A17.10
RP11-439A17.4
FCGR1B
RP11-439A17.9
HIST2H3PS2
RP5-998N21.7
RP11-640M9.2
RP5-998N21.4
FCGR1C
HIST2H2BB
FCGR1A
RP11-196G18.21
RP11-343N15.5
AL592494.5
RP11-343N15.1
RP11-343N15.2
RP11-289H16.1
SRGAP2-AS1
SRGAP2
CATG00000015888.1
RP11-763B22.9
RP11-763B22.6
NKAIN1P1
SRGAP2C
EMBP1
RP11-550H2.1
ST6GALNAC5
RNA5SP23
RP11-413E1.4
RNU6-695P
RP5-827O9.1
CATG00000066225.1
CATG00000066226.1
LPCAT2BP
RP4-621B10.8
ALG14
CATG00000067197.1
RP11-14O19.1
RP4-617C6.1
RP11-286B14.2
CATG00000067642.1
CATG00000067880.1
SNX7
CATG00000009818.1
LPPR5
CATG00000009867.1
RP11-84O12.2
VCAM1
RP11-421L21.3
RP11-157N3.1
CATG00000068525.1
RP11-411H5.1
CATG00000068652.1
OLFM3
RNU6-352P
RP11-82O2.2
CATG00000010803.1
CATG00000068773.1
RP5-936J12.1
COL11A1
CATG00000010872.1
CATG00000010876.1
SOD2P1
CATG00000068849.1
RN7SKP285
RNPC3
FTLP17
CATG00000069026.1
RP11-414B7.1
RP11-251P6.1
CATG00000011210.1
CATG00000069233.1
RP11-90H3.1
RP11-90H3.2
CATG00000011295.1
CATG00000069251.1
RP11-24P14.1
RP5-947P14.1
CATG00000011354.1
CATG00000011501.1
RP11-478L17.1
RP11-110F24.1
RP11-233E12.2
RP11-233E12.4
RP11-233E12.1
CATG00000069722.1
PRMT6
CATG00000069784.1
AC114491.1
RP11-270C12.3
CATG00000011737.1
VAV3
VAV3-AS1
AL390036.1
CATG00000069867.1
CATG00000069883.1
RP11-356N1.2
CATG00000069894.1
CATG00000011773.1
CATG00000011774.1
RP5-964H19.2
CATG00000070125.1
CATG00000070139.1
FAM102B
HENMT1
CATG00000011913.1
RP5-1028L10.2
RP5-1074L1.1
CATG00000071484.1
CATG00000071501.1
AL365361.1
RP11-284N8.3
CATG00000012769.1
CATG00000012771.1
KCNA3
CD53
CATG00000071573.1
LRIF1
RP11-96K19.4
RP11-96K19.2
RP11-96K19.5
CCNT2P1
RNA5SP54
DRAM2
CEPT1
CHI3L2
CATG00000071629.1
CHIAP1
CHIAP2
CHIA
RP5-1125M8.2
CATG00000071671.1
RP11-552M11.8
UBE2FP3
WDR77
RP11-552M11.4
KCND3-IT1
KCND3-AS1
RP5-965F6.2
RP5-965F6.1
RP11-389O22.5
CATG00000013999.1
CATG00000072641.1
CATG00000072662.1
CATG00000072671.1
CATG00000014045.1
RP11-12L8.2
CATG00000072770.1
RP11-12L8.1
RP11-159M11.2
AL355794.1
MIR320B1
GAPDHP64
CD2
FTH1P22
CATG00000073020.1
CATG00000014638.1
AL157904.1
PTGFRN
RP4-753F5.1
RP11-39H13.1
AL365331.2
CATG00000073312.1
WDR3
SPAG17
HAO2
HAO2-IT1
HSD3B2
GAPDHP32
GAPDHP33
RP5-871G17.5
HSD3BP2
GAPDHP23
HSD3BP1
CATG00000015098.1
GAPDHP58
HSD3BP3
HSD3BP5
LINC00622
HMGCS2
NBPF7
NOTCH2
NOTCH2P1
RP11-344P13.3
RP11-344P13.4
RP11-344P13.6
CATG00000073761.1
RP11-344P13.1
RP11-782C8.4
MIR3118-2
RP11-782C8.3
RP11-782C8.2
RP11-782C8.6
RP11-782C8.7
RP11-782C8.8
RP11-782C8.5
RP3-365I19.2
CATG00000074007.1
RNU1-59P
CATG00000015924.1
AL732363.1
RP11-744H18.1
RNVU1-18
RP5-998N21.3
RP11-353N4.2
RP11-353N4.5
FAM231D
RNU1-68P
RP11-353N4.4
HIST2H2BF
AL358813.1
AL358813.2
RP11-196G18.1
KPRP
PYHIN1
CATG00000044544.1
CATG00000044649.1
CATG00000047909.1
ZNF859P
RP11-492I2.1
CASP3P1
CATG00000062647.1
RP11-262K1.1
RNA5SP50
CATG00000062930.1
RP11-93N20.1
RP11-510C10.2
RP11-510C10.4
CATG00000063349.1
ST6GALNAC3
RP11-335E14.1
RP5-1102E8.3
AC104458.1
RP11-415A20.1
AC096951.1
PTGFR
RP4-641G12.3
CATG00000005145.1
CATG00000063739.1
AC093430.1
ADH5P2
RP11-339A11.1
HMGB1P18
AL606519.1
CATG00000063974.1
RN7SKP247
CATG00000005846.1
CATG00000005887.1
RNA5SP52
CATG00000065379.1
CATG00000006950.1
RP11-76N22.2
RN7SL583P
RP11-76N22.1
RPL36AP10
RP11-82K18.2
CATG00000007187.1
PTGES3P1
CATG00000007201.1
CATG00000007211.1
GBP5
RP4-620F22.2
CATG00000007296.1
